g1,g2,ag_time,ccted,gted,edit_distance,gted_time,ccted_time
simulated296,simulated280,0.08800959587097168,29.679373146971617,29.679373146971628,63,8.18924593925476,1.2273633480072021
simulated393,simulated393,0.08539915084838867,0.0,0.0,0,6.821978569030762,0.6386373043060303
simulated393,simulated279,0.09072136878967285,28.45125786163519,28.451257861635234,59,7.823108911514282,0.996361255645752
simulated393,simulated330,0.15615534782409668,32.032467532467535,32.03246753246754,71,8.41365647315979,1.0471348762512207
simulated393,simulated167,0.150315523147583,31.448333333333323,31.448333333333327,64,7.699810743331909,0.9385843276977539
simulated393,simulated490,0.0895223617553711,26.455624999999984,26.455625,41,8.423515319824219,1.093907356262207
simulated393,simulated25,0.08595609664916992,31.88666666666667,31.88666666666666,72,7.524294137954712,1.1076514720916748
simulated393,simulated333,0.09084415435791016,30.621274678463166,30.621274678463173,68,8.056557416915894,1.119858741760254
simulated393,simulated262,0.08784770965576172,28.24861111111112,28.248611111111117,58,8.131702184677124,1.0497384071350098
simulated393,simulated303,0.09330940246582031,29.377764298531606,29.37776429853163,58,8.04543137550354,1.1296179294586182
simulated393,simulated207,0.08938217163085938,1.0000000000000022,1.0,1,7.1651623249053955,0.9173409938812256
simulated393,simulated256,0.08465862274169922,29.05820527689185,29.058205276891858,55,8.357999086380005,1.1928086280822754
simulated393,simulated280,0.08585476875305176,32.05645784996131,32.05645784996134,68,7.859597444534302,1.0506980419158936
simulated279,simulated279,0.09602570533752441,0.0,0.0,0,7.270221471786499,0.70060133934021
simulated279,simulated330,0.159529447555542,30.439075630252095,30.439075630252095,60,8.826996088027954,1.202129602432251
simulated279,simulated167,0.09278154373168945,31.94949494949496,31.949494949494923,66,8.587029695510864,1.2875475883483887
simulated279,simulated490,0.09495091438293457,26.056196267561322,26.05619626756133,51,8.904783964157104,1.2077772617340088
simulated279,simulated25,0.09243917465209961,31.748667377398732,31.748667377398732,72,7.221018075942993,1.066349983215332
simulated279,simulated333,0.08866667747497559,31.228376327769347,31.228376327769332,62,8.55619740486145,1.2549426555633545
simulated279,simulated262,0.09281325340270996,29.12673196856641,29.12673196856641,49,8.33322286605835,1.1646676063537598
simulated279,simulated303,0.10122132301330566,26.478938289466363,26.478938289466353,49,8.281862258911133,1.1283740997314453
simulated279,simulated207,0.09005975723266602,27.83052871566606,27.830528715666087,58,8.131573915481567,0.9675860404968262
simulated279,simulated256,0.08894753456115723,20.0,20.000000000000007,25,7.991556167602539,1.0454380512237549
simulated279,simulated280,0.08604574203491211,30.106180665610143,30.106180665610136,65,7.671721935272217,1.0893890857696533
simulated330,simulated330,0.09689784049987793,0.0,0.0,0,7.722429275512695,0.7693281173706055
simulated330,simulated167,0.18602609634399414,31.62691131498469,31.62691131498471,62,8.513784408569336,1.1133055686950684
simulated330,simulated490,0.09812688827514648,31.786031808752348,31.78603180875235,66,8.54470944404602,1.139970064163208
simulated330,simulated25,0.08431053161621094,34.215994020926765,34.21599402092675,72,7.9568397998809814,1.1183369159698486
simulated330,simulated333,0.09244751930236816,12.00000000000001,12.000000000000002,12,8.693231582641602,1.1940484046936035
simulated330,simulated262,0.09140563011169434,26.041262135922324,26.04126213592233,44,8.104321002960205,1.0561423301696777
simulated330,simulated303,0.10277509689331055,32.99412607449855,32.99412607449857,63,9.560909748077393,1.1761631965637207
simulated330,simulated207,0.1053919792175293,31.330623306233058,31.330623306233058,70,8.577687740325928,1.1663486957550049
simulated330,simulated256,0.15787124633789062,31.917740138176953,31.917740138176956,57,8.645976066589355,0.9759533405303955
simulated330,simulated280,0.09434270858764648,30.16495966985557,30.16495966985553,53,7.777056932449341,1.106835126876831
simulated167,simulated167,0.14497780799865723,0.0,0.0,0,4.742690086364746,0.7034244537353516
simulated167,simulated490,0.09806966781616211,30.748043184885287,30.748043184885308,65,8.639971494674683,1.2900729179382324
simulated167,simulated25,0.08977818489074707,39.39999999999997,39.4,79,7.3996405601501465,0.9473512172698975
simulated167,simulated333,0.09505128860473633,31.901240574069575,31.90124057406957,65,8.746707677841187,1.306490421295166
simulated167,simulated262,0.09354424476623535,29.84180790960452,29.841807909604505,64,7.508357763290405,1.0807521343231201
simulated167,simulated303,0.09256196022033691,30.783849697407643,30.783849697407618,63,9.143260478973389,1.2290842533111572
simulated167,simulated207,0.16455698013305664,31.30828571428571,31.308285714285724,63,7.8265321254730225,1.0379621982574463
simulated167,simulated256,0.0909719467163086,33.91191709844559,33.9119170984456,68,7.8113837242126465,1.1306190490722656
simulated167,simulated280,0.1537785530090332,31.068493150684912,31.068493150684937,66,7.502031326293945,0.9507622718811035
simulated490,simulated490,0.09443140029907227,0.0,0.0,0,7.047500848770142,0.70511794090271
simulated490,simulated25,0.14926671981811523,32.49556340793094,32.49556340793088,71,7.667290449142456,0.9531424045562744
simulated490,simulated333,0.09557366371154785,31.504371357202334,31.504371357202327,64,7.631530523300171,1.0576257705688477
simulated490,simulated262,0.0887148380279541,27.707692307692312,27.707692307692295,53,7.690272808074951,1.086869716644287
simulated490,simulated303,0.09630775451660156,27.495327102803756,27.49532710280374,56,8.001286268234253,1.04487943649292
simulated490,simulated207,0.09432172775268555,25.838295734770284,25.838295734770323,40,8.046618223190308,1.1106221675872803
simulated490,simulated256,0.09327578544616699,26.405114494540044,26.405114494540026,55,7.829841136932373,1.048372745513916
simulated490,simulated280,0.08988547325134277,32.567375886524786,32.56737588652481,69,7.539217948913574,1.022003412246704
simulated25,simulated25,0.13625860214233398,0.0,0.0,0,6.33225417137146,0.7666711807250977
simulated25,simulated333,0.08054089546203613,34.11372549019606,34.113725490196074,74,6.955987215042114,0.9349582195281982
simulated25,simulated262,0.1396644115447998,32.68750000000001,32.6875,72,6.730450391769409,0.919748067855835
simulated25,simulated303,0.0911400318145752,33.75,33.74999999999999,75,7.1146204471588135,0.9786465167999268
simulated25,simulated207,0.14447903633117676,31.927178670911264,31.92717867091126,71,7.3796539306640625,1.1099426746368408
simulated25,simulated256,0.08592653274536133,33.612654320987644,33.612654320987666,74,7.644500970840454,1.0659027099609375
simulated25,simulated280,0.14017796516418457,35.57086167800576,35.57086167800455,74,6.722929000854492,0.9040801525115967
simulated333,simulated333,0.08784246444702148,0.0,0.0,0,6.970939636230469,0.6825249195098877
simulated333,simulated262,0.0900886058807373,22.93650793650793,22.936507936507947,40,7.849260568618774,1.0228323936462402
simulated333,simulated303,0.094757080078125,32.39841569898291,32.39841569898281,66,8.207693815231323,0.9638137817382812
simulated333,simulated207,0.09770584106445312,29.71906627489391,29.719066274893887,68,8.082015991210938,1.266965627670288
simulated333,simulated256,0.0936133861541748,32.39731723675388,32.39731723675389,61,8.259032726287842,1.070725440979004
simulated333,simulated280,0.1434018611907959,28.786131059245957,28.786131059245953,48,7.362736940383911,1.0253143310546875
simulated262,simulated262,0.0851140022277832,0.0,0.0,0,6.5536885261535645,0.6087925434112549
